Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Miso Tori Paitan Ramen (Creamy Chicken Broth Ramen) Recipe,https://www.seriouseats.com/miso-chicken-paitan-ramen,"3 dried red chiles, such as árbol, Thai bird, Bangladeshi, or Kashmiri, stemmed (optional),5g (about 1 small handful) katsuobushi shavings (Japanese smoked, dried skipjack tuna),1 tablespoon (15ml) shoyu tare (from the chintan shoyu ramen recipe),2 tablespoons (30ml) red miso paste,2 fresh red Thai bird chiles, stemmed and thinly sliced crosswise (optional),4 cups (about 950ml) chicken paitan broth,2 servings ramen noodles, either store-bought or homemade,4 teaspoons (20ml) aroma oil (from the chintan shoyu ramen recipe),Sliced braised pork belly (from the chintan shoyu ramen recipe, warmed through and seared with a torch if desired); marinated egg (shelled and halved); and sheets of toasted nori (all optional),2 tablespoons finely diced white onion,2 scallions, sliced crosswise as thinly as possible,Lime wedges",0,2,30 mins,1192,55,143,45
Homemade Pistachio Paste Recipe,https://www.seriouseats.com/homemade-pistachio-paste,"9 ounces whole, raw pistachios, blanched and peeled; see note (about 2 cups; 255g),10 ounces powdered sugar, preferably organic; more information here (about 2 1/2 cups; 280g),1/2 teaspoon (2g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,1/4 teaspoon orange flower water, such as Cortas,2 ounces roasted pistachio oil, such as La Tourangelle (shy 1/3 cup; 55g),2 ounces water, optional (1/4 cup; 55g)",5,16,20 mins,187,4,23,10
Kanuchi (Cherokee Pureed Nut Soup) Recipe,https://www.seriouseats.com/kanuchi-cherokee-pureed-nut-soup,"12 ounces (340g) raw shelled hickory nuts or pecans (see notes),1 teaspoon kosher salt, plus more as needed,1 tablespoon maple syrup,1 cup cooked and drained whole or cracked hominy, or 1 large sweet potato (1 pound 6 ounces; 625g), peeled, cut into 1/2-inch dice, and roasted (see notes)",0,4,60 mins,741,11,47,61
The Best Pesto alla Genovese (Classic Basil Pesto Sauce) Recipe,https://www.seriouseats.com/best-pesto-recipe,"2 medium cloves garlic,2 tablespoons (30g) pine nuts,3 ounces basil leaves (from about a 4-ounce bunch), washed with water still clinging to the leaves,Coarse sea salt, as needed,3/4 ounce (about 2 tablespoons) grated Parmigiano Reggiano,3/4 ounce (about 2 tablespoons) Pecorino Fiore Sardo (see note),3/4 cup (175ml) mildly flavored extra-virgin olive oil",8,4,30 mins,454,5,3,48
"Chickpea, Coconut, and Cashew Curry Recipe",https://www.seriouseats.com/chickpea-coconut-and-cashew-curry-recipe,"1 1/2 teaspoons whole cumin seeds, toasted,1 1/2 teaspoons coriander seeds, toasted,1 whole star anise, toasted,2 cloves,1/2 teaspoon black peppercorns, toasted,1/2 teaspoon ground cinnamon,1/4 teaspoon grated nutmeg,1 blade mace,1/2 teaspoon ground turmeric,1 black or green cardamom pod,3 tablespoons vegetable oil, butter, or ghee,1 small onion, finely minced (about 1 cup),4 cloves garlic, grated on the medium holes of a box grater,1 tablespoon fresh ginger, grated on the medium holes of a box grater,1 small red or green chili, finely chopped,1/4 teaspoon cayenne pepper,1/2 cup cashew nuts,1 (14-ounce) can coconut milk,2 (14-ounce) cans chickpeas, drained and rinsed,1 bunch (about 3 ounces) flat spinach leaves, trimmed, rinsed, and roughly chopped,Kosher salt,1/4 cup fresh juice from 3 to 4 limes,1/2 cup fresh cilantro leaves and tender stems, coarsely chopped",11,4,30 mins,742,24,71,44
"Pasta Alla Zozzona (Rigatoni With Sausage, Guanciale, and Egg Yolks) Recipe",https://www.seriouseats.com/pasta-alla-zozzona-rigatoni-with-sausage-and-egg-yolks,"3 large egg yolks (45g),2 ounces (60g) finely grated Pecorino Romano cheese, plus more for serving,Kosher salt and freshly ground black pepper,4 ounces (115g) guanciale (cured pork jowl) or pancetta, cut into 1/4-inch-thick batons (see note),6 ounces (170g) sweet or hot Italian sausage (2 links), removed from casing,1 small onion (about 4 ounces; 115g), finely chopped,Pinch red pepper flakes (optional),2 cups (500g) tomato passata (see note),12 ounces (340g) rigatoni",0,4,50 mins,609,26,37,39
Orecchiette con le Cime di Rapa (Apulian Orecchiette With Broccoli Rabe) Recipe,https://www.seriouseats.com/orecchiette-con-le-cime-di-rapa,"4 ounces (115g) rustic bread, cut into 3/4- to 1-inch pieces,1 garlic clove (5g), minced,2 tablespoons (30ml) extra-virgin olive oil,Kosher salt and freshly ground black pepper,1/4 cup (60ml) extra-virgin olive oil, plus more for drizzling,4 anchovy fillets (5g),3 garlic cloves (15g), minced,1/2 teaspoon red pepper flakes,12 ounces (340g) dried orecchiette,1 pound (450g) broccoli rabe (rapini), leaves and florets picked from stalks, stalks discarded or reserved for another use (see note)",0,4,45 mins,438,12,48,23
Penne alla Vodka Recipe,https://www.seriouseats.com/pasta-with-vodka-sauce,"3 tablespoons (45g) unsalted butter,1 medium (8-ounce; 225g) yellow onion, diced,3 medium cloves garlic, thinly sliced,Pinch red pepper flakes,Kosher salt,One 4 1/2-ounce (130g) tube concentrated tomato paste or 6-ounce (170g) can tomato paste,One 14 1/2-ounce (411g) can whole peeled tomatoes,1 cup (240ml) heavy cream,1 pound (450g) short tubular pasta, such as rigatoni or penne,1/4 cup (60ml) vodka, plus more if desired,2 ounces (55g) grated Parmigiano-Reggiano, plus more for serving",16,4,65 mins,598,15,54,36
Pasta al Tonno (Pasta With Tomatoes and Tuna) Recipe,https://www.seriouseats.com/pasta-al-tonno,"3 tablespoons (45ml) extra-virgin olive oil,3 medium garlic cloves (15g), lightly crushed,1/4 teaspoon red pepper flakes,One 28-ounce (800g) can whole peeled tomatoes, coarsely crushed by hand,Kosher salt,1 teaspoon (5ml) fish sauce (optional),10 1/2 ounces (300g) olive oil-packed tuna, drained and gently flaked into 2-inch pieces (see note),12 ounces (340g) dried long pasta such as spaghetti, spaghettoni, bucatini, or linguine,1 packed cup (3/4 ounce; 25g) flat-leaf parsley leaves and tender stems, finely chopped",5,4,20 mins,543,28,73,16
Embutido (Filipino-Style Meatloaf),https://www.seriouseats.com/embutido-filipino-style-meatloaf-5225792,,0,8,2 hrs 50 mins,0,0,0,0
Makheua Yao Pad Tao Jiao (Stir-Fried Eggplant With Minced Pork),https://www.seriouseats.com/makheua-yao-pad-tao-jiao-stir-fried-eggplant-with-minced-pork-5235525,,0,4,25 mins,0,0,0,0
Dim Sum–Style Steamed Pork Ribs With Fermented Black Beans Recipe,https://www.seriouseats.com/dim-sum-steamed-chinese-pork-ribs-recipe-5218065,,0,4,115 mins,0,0,0,0
"Creamy Braised Pork and Bean Stew With Cinnamon, Fennel, and Onion",https://www.seriouseats.com/creamy-braised-pork-and-bean-stew-cinnamon-fennel-and-onion-5217276,,10,0,12 hrs 35 mins,0,0,0,0
Beefsteak Donburi (Japanese Rice Bowl) With Spinach Recipe,https://www.seriouseats.com/beefsteak-donburi-japanese-rice-bowl-with-spinach,"1 tablespoon (15ml) canola or other neutral cooking oil,9 medium cloves garlic, 8 halved (larger cloves can be cut into thirds) and 1 minced, divided,One 10-ounce (280g) bunch spinach, thoroughly washed and spun dry,Kosher salt,1/2 teaspoon (2.5ml) toasted sesame oil,1/2 teaspoon (2.5ml) rice vinegar,2 ribeye steaks, each about 1/2 inch thick (about 12 ounces; 370g) (see notes),1/4 cup (60ml) sake,1/4 teaspoon (1ml) mayonnaise (optional),1/4 cup (60ml) dashi, either instant or homemade (see notes),1/4 cup (60ml) soy sauce,2 tablespoons (30ml) mirin,1/2 teaspoon cornstarch, dissolved in 1 tablespoon (15ml) water,1 tablespoon (15g) unsalted butter,6 cups cooked short-grain Japanese rice (see notes),Kizami nori (optional; see notes),2 scallions (1 1/2 ounces; 43g), thinly sliced on a bias,Kizami beni shoga (pickled ginger strips) (optional; see notes)",0,4,25 mins,821,41,97,28
"Fried Rice With Chinese Sausage, Cabbage, and Torch Hei Recipe",https://www.seriouseats.com/fried-rice-with-chinese-sausage-cabbage-and-torch-hei,"2 tablespoons (30ml) chicken broth,1 tablespoon (15ml) Shaoxing wine (see note),1 teaspoon (5ml) soy sauce,1 teaspoon (5ml) toasted sesame oil,1 teaspoon (5g) sugar,1 large garlic clove (5g), finely grated,1/4 teaspoon white pepper,3 tablespoons (45ml) vegetable oil, divided,2 cups cooked white or jasmine rice (12 ounces; 350g),Kosher salt,8 ounces (225g) Napa cabbage , cut into 1/2-inch pieces,4 ounces (112g) Chinese sausage, boiled and cut into 1/4-inch pieces (see note),3 ounces (85g) frozen peas,2 scallions (30g), thinly sliced",0,3,15 mins,454,10,42,26
Hoppin' John Recipe,https://www.seriouseats.com/hoppin-john,"1 smoked ham hock (about 1 1/4 pounds; 565g),1 medium (8-ounce; 225g) yellow onion, peeled, quartered, and root end trimmed,2 bay leaves,1 1/2 cups (9 1/2 ounces; 270g) dried field peas (cowpeas), preferably not black-eyed peas, rinsed, picked over for debris, and soaked overnight (see note),1 tablespoon Diamond Crystal kosher salt (12g); for table salt use half as much by volume or the same weight,1/2 teaspoon freshly ground black pepper,1 teaspoon garlic powder,1 teaspoon onion powder,1 1/2 cups (10 ounces; 280g) uncooked parboiled long-grain white rice (see note)",8,8,12 hrs 40 mins,264,22,20,10
Grilled Paella Mixta (Mixed Paella With Chicken and Seafood) Recipe,https://www.seriouseats.com/grilled-paella-mixta-mixed-paella-with-chicken-and-seafood,"6 dried ñora peppers or 4 ancho chiles (1 1/2 ounces total; 50g), optional; see notes,1/2 cup (120ml) extra virgin-olive oil,5 medium cloves garlic, minced,4 medium yellow onions (1.5 pounds; 600g), finely diced,One large (8-ounce; 225g) green pepper, stemmed, seeded, and finely diced,One large (8-ounce; 225g) red pepper, stemmed, seeded, and finely diced,One medium (10-ounce; 285g) leek, white and light green parts only, washed well and finely diced,Kosher salt,1/4 cup (60ml) extra-virgin olive oil,Kosher salt,3 chicken legs (1 3/4 pounds; 800g), thighs and drumsticks split,6 pork tenderloin medallions (about 1 1/4 pounds; 565g total),1/4 pound (115g) Spanish chorizo, cut into large dice (about 1/2 cup),One (14.5-ounce; 411g) can whole, peeled tomatoes, crushed by hand or blended to a purée,1 cup (235ml) sofrito,1 teaspoon sweet smoked Spanish paprika (pimentón dulce),Large pinch saffron,7 cups (1.65L) boiling hot white chicken stock or low-sodium broth, vegetable stock, or water, plus more as needed,2.5 cups (17 1/2 ounces; 495g) short-grain Spanish rice, such as Bomba or Calasparra,12 littleneck clams, soaked in multiple changes of cold salted water until no sand can be found on the bottom of the bowl,15 mussels, beards removed,1/4 pound (115g) large shelled shrimp,Lemon wedges, for serving",0,8,2 hrs,1122,127,52,42
Cajun Gumbo With Chicken and Andouille Sausage Recipe,https://www.seriouseats.com/cajun-gumbo-with-chicken-and-andouille-recipe,"1 cup plus 1 tablespoon (250ml) canola or vegetable oil, divided,6 boneless, skinless chicken thighs (about 2 1/4 pounds; 1kg total),Kosher salt,1 1/2 pounds Cajun-style andouille sausage (680g; about 8 links), sliced crosswise 1/2 inch thick,1 cup all-purpose flour(4 1/2 ounces; 130g),2 large yellow onions (about 12 ounces; 340g each), cut into 1/4-inch dice,2 green bell peppers (about 7 ounces; 200g each), cut into 1/4-inch dice,4 large celery ribs (9 ounces; 260g total), cut into 1/4-inch dice,8 medium cloves garlic, minced,1/4 teaspoon cayenne pepper,Freshly ground black pepper,1 1/2 quarts (1.4L) homemade brown or white chicken stock or store-bought low-sodium chicken stock,2 dried bay leaves,2 large sprigs fresh thyme,1 pound (450g) fresh okra, caps trimmed, pods cut crosswise 1/2 inch thick (optional; see notes),1/2 teaspoon filé powder, plus more as needed for serving (optional; see notes),Warm rice, thinly sliced scallions, and hot sauce, for serving",17,10,4 hrs,812,41,50,51
"Spanish-Style Migas With Chorizo, Peppers, and Kale Recipe",https://www.seriouseats.com/spanish-style-migas-with-chorizo-peppers-and-kale,"1/4 cup (60ml) extra-virgin olive oil,4 ounces (115g) pork belly, cut into 1-inch pieces,Kosher salt,4 garlic cloves, unpeeled and smashed,4 ounces (115g) Spanish dry-cured chorizo, preferably younger and more tender, sliced into rounds,1 red bell pepper, stemmed, seeded, and cut into 3/4-inch pieces,1 Anaheim pepper, stemmed, seeded, and cut into 3/4-inch pieces,4 ounces (115g) lacinato kale (a.k.a. dinosaur, Tuscan, or black kale), tough stems removed, leaves cut into 1-inch pieces,8 ounces (225g) stale, hearty bread, crusts removed and cut into 3/4-inch pieces (about 6 cups),1/4 cup (60ml) water,1 teaspoon pimentón dulce (sweet smoked Spanish paprika, see notes),2 tablespoons chopped fresh flat-leaf parsley leaves,2 to 4 crispy fried eggs (optional)",0,4,45 mins,514,20,35,33
Pasta alla Norcina (Creamy Pasta With Sausage) Recipe,https://www.seriouseats.com/pasta-alla-norcina-creamy-pasta-with-sausage,"12 ounces (340g) coarsely ground pork, chilled (see note),1 large garlic clove (8g), minced,1 1/2 teaspoons (6g) Diamond Crystal kosher salt; for table salt use half as much by volume or the same weight,3/4 teaspoon (2g) freshly ground black pepper,Pinch freshly grated nutmeg,2 tablespoons (30ml) dry white wine, chilled,2 tablespoons (30ml) extra-virgin olive oil,1 recipe sausage mixture (from above) or 12 ounces (340g) fresh pork sausage (4 links), removed from casing (see note),1 small yellow onion (about 3 1/2 ounces; 100g), finely chopped,1/2 cup (120ml) dry white wine,1 cup (240 ml) heavy cream,Kosher salt and freshly ground black pepper,12 ounces (340g) dried, short, tubular pasta such as penne or rigatoni or long fresh egg-dough pasta such as tagliatelle or fettuccine,1 1/2 ounces (45g) finely grated Pecorino Romano, plus extra for serving,Freshly grated nutmeg, for serving,Freshly shaved or grated black truffle, for serving (optional; see note)",6,4,90 mins,986,39,72,51
Crispy Potato and Chorizo Tacos Recipe,https://www.seriouseats.com/chorizo-potato-tacos-how-to-food-lab-recipe,"1 pound russet potatoes, cut into 1/2-inch dice (about 3 large potatoes),Kosher salt,1 tablespoon white vinegar,6 tablespoons vegetable oil, divided,1 pound fresh Mexican chorizo or vegan Mexican chorizo,12 to 16 warm soft corn tortillas, for serving,1 white onion, minced, for serving,1/2 cup chopped fresh cilantro leaves, for serving,Homemade or store-bought salsa verde, for serving,2 limes cut into 8 wedges each, for serving",5,4,40 mins,529,10,68,26
Fritto Misto di Mare (Fried Mixed Seafood),https://www.seriouseats.com/fritto-misto-di-mare-fried-mixed-seafood-5212686,,0,6,45 mins,0,0,0,0
Real Bouillabaisse (Bouillabaisse Marseillaise) Recipe,https://www.seriouseats.com/bouillabaisse-marseillaise-fish-stew-recipe,"1/2 cup (120ml) extra-virgin olive oil,1 large yellow onion (12 ounces; 340g), diced,1 large leek (1 pound; 450g), washed of any grit and diced,1 medium fennel bulb (8 ounces; 225g), cored and diced,5 medium cloves garlic, crushed,1/2 teaspoon whole fennel seeds,2 large pinches saffron threads,One (2-inch) strip zest from 1 orange,Large pinch cayenne pepper or other red chile powder,2 sprigs thyme,2 tablespoons (30ml) tomato paste,6 plum tomatoes (1 1/4 pounds; 565g), cored, seeded, and diced,2 pounds (900g) whole fish or fish bones and heads (see note),2 cups (475ml) dry white wine,1/4 cup (60ml) Pernod or pastis (optional),2 quarts (1.9L) boiling water, or more as needed,2 sprigs fresh flat-leaf parsley,1 bay leaf,Kosher or sea salt and freshly ground black pepper,2 medium cloves garlic,1/4 cup crumbled stale bread or panko bread crumbs (1/2 ounce; 15g),Large pinch cayenne pepper or other red chile powder,Pinch saffron threads,1 large egg yolk,Kosher or sea salt,1/2 cup (120ml) extra-virgin olive oil,3 to 5 pounds (1.3 to 2.25kg) mixed whole and/or filleted fish (see note),1 pound (450g) mussels and/or crabs (optional; see note),Kosher or sea salt,Baguette toasts, for serving",0,8,3 hrs,895,79,60,34
Sheet-Pan Salmon With Tomato-Eggplant Compote Recipe,https://www.seriouseats.com/sheet-pan-salmon-with-tomato-eggplant-compote,"1 1/2 pounds (675g) grape or cherry tomatoes,1/4 cup (60ml) extra-virgin olive oil, plus more for drizzling,Kosher salt,4 medium cloves garlic, sliced,1 pound (450g) eggplant (about 1 medium globe or 2 large Asian eggplants), cut into 1/2-inch dice,2 tablespoons (30ml) gochujang (Korean chili paste),Four 6-ounce (170g) skinless salmon fillets,Fresh basil leaves, torn, for garnish,Freshly ground black pepper",4,4,60 mins,575,41,25,35
Fried Calamari With Red Sauce Recipe,https://www.seriouseats.com/fried-calamari-with-red-sauce,"1/2 cup (120ml) milk,1 teaspoon (3g) Diamond Crystal kosher salt; for table salt use half as much by volume or the same weight,1 pound (454g) cleaned squid, bodies sliced into 3/4-inch thick rings, tentacles left whole,1 3/4 cups (7 ounces; 200g) all-purpose flour,1/3 cup (1 1/2 ounces; 44g) cornstarch,1/2 teaspoon freshly ground black pepper,1/4 teaspoon baking powder,2 quarts (1.9L) vegetable or other neutral oil,1 recipe Quick and Easy Italian-American Red Sauce in 40 Minutes or Less (see note),Lemon wedges, for serving",0,4,2 hrs,560,33,51,25
