Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Colombian Salt-Crusted Potatoes,https://www.seriouseats.com/colombian-style-salt-crusted-new-potatoes-recipe,"2 pounds small new potatoes, rinsed,1/2 cup kosher salt,1 recipe ají, for serving",0,6,45 mins,147,4,33,0
Darphin,https://www.seriouseats.com/pommes-darphin-recipe-5217311,,0,2,30 mins,0,0,0,0
Shoestring Fries,https://www.seriouseats.com/shoestring-fries-5217430,,0,4,3 hrs 30 mins,0,0,0,0
Wedges,https://www.seriouseats.com/potato-wedges-recipe-5217319,,0,4,60 mins,0,0,0,0
Crispy Roast Potatoes,https://www.seriouseats.com/the-best-roast-potatoes-ever-recipe,"Kosher salt,1/2 teaspoon (4g) baking soda,4 pounds (about 2 kg) russet or Yukon Gold potatoes, peeled and cut into quarters, sixths, or eighths, depending on size (see note),5 tablespoons (75ml) extra-virgin olive oil, duck fat, goose fat, or beef fat,Small handful picked fresh rosemary leaves, finely chopped,3 medium cloves garlic, minced,Freshly ground black pepper,Small handful fresh parsley leaves, minced",91,8,100 mins,289,6,49,9
Baked Potato,https://www.seriouseats.com/ultimate-baked-potato-recipe,"4 (12-ounce; 340g) potatoes, preferably russets,Canola, vegetable, or olive oil, for rubbing,1 stick unsalted butter (4 ounces; 114g), diced,Kosher salt and freshly ground black pepper,Toppings of your choice, such as grated cheddar cheese, crispy diced bacon bits, minced chives, sliced scallions, and/or sour cream",0,4,75 mins,553,9,74,26
Classic Potato Salad,https://www.seriouseats.com/classic-potato-salad-recipe,"4 pounds (1.8kg) russet potatoes, peeled and cut into 3/4 inch cubes,Kosher salt,1/4 cup sugar (1 3/4 ounces; 50g), divided,6 tablespoons (90ml) rice wine vinegar, divided,3 ribs celery, finely diced (about 1 cup),1 medium (8-ounce; 225g) red onion, finely diced (about 1/2 cup),4 scallions, green parts only, thinly sliced (about 1/2 cup, optional),1/4 cup fresh parsley leaves, washed and minced (optional),1/4 cup chopped cornichons (see note),2 tablespoons whole grain mustard (more or less to taste),1 1/4 cups mayonnaise,Fresh ground black pepper",4,12,2 hrs,327,5,38,18
Potato and Chorizo Tacos,https://www.seriouseats.com/chorizo-potato-tacos-how-to-food-lab-recipe,"1 pound russet potatoes, cut into 1/2-inch dice (about 3 large potatoes),Kosher salt,1 tablespoon white vinegar,6 tablespoons vegetable oil, divided,1 pound fresh Mexican chorizo or vegan Mexican chorizo,12 to 16 warm soft corn tortillas, for serving,1 white onion, minced, for serving,1/2 cup chopped fresh cilantro leaves, for serving,Homemade or store-bought salsa verde, for serving,2 limes cut into 8 wedges each, for serving",5,4,40 mins,529,10,68,26
Hash Browns,https://www.seriouseats.com/shredded-hash-browns-recipe,"1 pound (450g) russet potatoes, peeled,3 tablespoons (45ml) canola oil,Kosher salt and freshly ground black pepper",6,2,25 mins,403,6,48,21
Greek Lemon Potatoes,https://www.seriouseats.com/greek-lemon-potatoes-recipe-5220151,,0,4,60 mins,0,0,0,0
German Potato Salad,https://www.seriouseats.com/german-potato-salad,"2 pounds red potatoes, scrubbed and cut into 1-inch cubes,1 tablespoon plus 2 teaspoons kosher salt, divided,1/2 pound bacon, cut into ½-inch dice,¾ cup finely minced yellow onion (about 1 small),1/3 cup white vinegar,2 tablespoons white sugar,1 tablespoon whole grain Dijon mustard,1 teaspoon freshly ground black pepper,2 tablespoons finely chopped fresh parsley leaves,1 tablespoon finely chopped fresh chives",0,6,35 mins,341,17,37,14
Crispy Smashed Potatoes,https://www.seriouseats.com/crispy-smashed-potatoes-recipe,"4 pounds small red or Yukon gold potatoes,Kosher salt,1 cup vegetable oil (see note),Freshly ground black pepper,1/4 cup sliced chives, parsley, or tarragon (optional)",8,10,60 mins,299,5,39,15
Potato Hash,https://www.seriouseats.com/crispy-kale-brussels-sprouts-potato-hash,"3/4 pound Yukon Gold potatoes, cut into 3/4-inch chunks,Kosher salt and freshly ground black pepper,3 tablespoons vegetable or canola oil, divided,12 medium Brussels sprouts, finely sliced (about 1 1/2 cups),2 cups chopped, tightly packed kale leaves (about 1/2 bunch),1 small onion, finely sliced,1 teaspoon hot sauce, such as Frank's Red Hot,2 tablespoons minced fresh parsley leaves, divided,1 tablespoon extra-virgin olive oil,2 large eggs",6,2,35 mins,580,17,59,34
Home Fries,https://www.seriouseats.com/crispy-potato-home-fries-red-onion-poblano-pepper-recipe,"1 medium fresh Poblano pepper (optional; see note),1 1/4 pounds (575g) small new or fingerling potatoes,Kosher salt,1 tablespoon (15ml) distilled white vinegar,1/4 cup (60ml) vegetable oil, divided,1 small red onion, cut into thick slices,2 teaspoons (about 4g) minced fresh thyme,Freshly ground black pepper,Small handful minced fresh cilantro or parsley",5,4,40 mins,257,3,31,14
Fondant Potatoes,https://www.seriouseats.com/fondant-potatoes-recipe-5217320,,0,4,45 mins,0,0,0,0
Pommes Anna,https://www.seriouseats.com/pommes-anna-recipe-5217317,,0,6,115 mins,0,0,0,0
Erdäpfelsalat,https://www.seriouseats.com/erdapfelsalat-austrian-style-potato-salad-recipe,"2 pounds (1kg) Yukon Gold potatoes, peeled, quartered, and cut into 1/2-inch-thick slices, peels reserved separately (see note),Kosher salt,3 tablespoons (45ml) white wine vinegar, divided, plus more to taste,1/4 cup (60ml) extra-virgin olive oil,1 tablespoon (15ml) Dijon mustard,3/4 cup (90g) minced red onion, from about 1 small onion,2 tablespoons (6g) minced fresh chives,1/2 cup (120ml) homemade or store-bought low-sodium chicken stock,2 teaspoons (about 10g) sugar,Freshly ground white or black pepper",12,6,65 mins,237,4,35,9
Causa,https://www.seriouseats.com/causa-peruvian-cold-mashed-potato-casserole-with-tuna-or-chicken,"4 1/4 pounds (2kg) russet or Yukon gold potatoes (about 6 russets or 8 Yukon golds),Frozen aji amarillo peppers or a jar of aji amarillo paste (see note),2/3 cup (160ml) vegetable or corn oil,4 to 5 tablespoons (60 to 75ml) fresh lime juice from 2 limes,Kosher salt,Two 5-ounce (140g) cans tuna in olive oil, drained (or 10 ounces/280g shredded roast chicken meat),One-quarter of a 12-ounce white onion, finely minced (about 1/3 cup minced),1/2 cup homemade or store-bought mayonnaise (4 ounces/110g), plus more if desired,Diced poached shrimp, sliced avocado, pitted black olives, minced fresh herbs (such as chives), diced or thinly sliced seeded tomatoes, or other ingredients to garnish your causa",0,6,60 mins,765,23,77,42
French-Style Brown Butter Potatoes,https://www.seriouseats.com/french-style-brown-butter-new-potatoes,"1 stick unsalted butter (4 ounces; 113g), cut into 1/2-inch pieces (see note),1 pound (450g) small new potatoes, rinsed (see note),Kosher or sea salt and freshly ground black pepper,4 sprigs fresh thyme or rosemary (optional),2 garlic cloves (optional),Sliced chives, for serving,Crème fraîche, for serving",0,4,60 mins,335,3,24,26
Potato Chips,https://www.seriouseats.com/extra-crunchy-potato-chips,"1 pound russet potatoes (about 2 large), sliced 1/8 of an inch thick on a mandoline slicer, rinsed under cold running water and stored in water,2 tablespoons distilled white vinegar,2 quarts canola or peanut oil,Kosher salt",0,4,60 mins,268,3,24,18
Aloo Samosa,https://www.seriouseats.com/aloo-samosas-5205059,,0,0,2 hrs 20 mins,0,0,0,0
Patatas Bravas,https://www.seriouseats.com/patatas-bravas-tapas-recipe,"2 tablespoons (30ml) extra-virgin olive oil,1 small onion (5 ounces; 140g), roughly chopped,3 medium garlic cloves (15g), roughly chopped,Kosher salt,1 tablespoon (10g) pimentón dulce (sweet smoked Spanish paprika),2 teaspoons (6g) pimentón picante (hot smoked Spanish paprika) (see note),1 tablespoon (15g) tomato paste,2 tablespoons (15g) all-purpose flour,1 cup (240ml) homemade chicken stock or store-bought low-sodium chicken broth,2 teaspoons (10ml) sherry vinegar,2 pounds (900g) russet potatoes, cut into 3/4- to 1-inch cubes,2 tablespoons (30ml) distilled white vinegar,Kosher salt and freshly ground black pepper,3 cups (710ml) peanut or canola oil, for frying,1 cup (240ml) allioli, for serving",5,6,45 mins,590,7,40,46
Aloo Tikki,https://www.seriouseats.com/aloo-tikki-recipe-5220975,,0,0,60 mins,0,0,0,0
Tortilla Española,https://www.seriouseats.com/tortilla-espanola-spanish-potato-omelette-recipe,"8 large eggs,Kosher salt, to taste,2 cups (475ml) extra-virgin olive oil (see note),1 1/2 pounds (700g) Yukon Gold potatoes, peeled, halved, and thinly sliced crosswise,3/4 pound (350g) yellow onions, thinly sliced,1 cup Aioli, for serving",7,8,55 mins,441,10,24,35
Croquettes,https://www.seriouseats.com/potato-croquettes-recipe-5217324,,0,6,2 hrs,0,0,0,0
Tater Tots,https://www.seriouseats.com/homemade-tater-tots,"2 pounds russet potatoes, peeled and cut into rough 1-inch chunks,2 quarts peanut, vegetable, or canola oil,2 teaspoons kosher salt,1 tablespoon cornstarch or potato starch,1/2 teaspoon sugar,Freshly ground black pepper",0,4,45 mins,393,6,52,18
Doughnuts,https://www.seriouseats.com/potato-doughnuts-recipe-5220154,,0,0,90 mins,0,0,0,0
Fried Potato Mochi,https://www.seriouseats.com/fried-potato-mochi-5202556,,0,0,2 hrs 5 mins,0,0,0,0
Papri Chaat,https://www.seriouseats.com/papri-chaat-indian-street-snack-recipe,"2 cups (260g) atta flour (Indian wheat flour) or whole wheat flour,1 teaspoon (4g) baking powder,1 1/2 teaspoons (7g) kosher salt,1 teaspoon (5g) nigella seeds,1 tablespoon (12g) vegetable oil,1 1/2 quarts (1.4L) oil for frying, such as canola, peanut, or vegetable,1 bunch (60g) cilantro,1 bunch (60g) mint,Juice from 1 lime (about 30ml),1 medium (20g) serrano pepper, sliced,4 medjool dates (40g), pitted,1/3 cup (85g) tamarind paste (not concentrate),1/2 teaspoon (2g) ginger powder,1/4 teaspoon (1g) Kashmiri red chili powder (see note),1/3 cup (100g) palm sugar or light brown sugar,1 cup (115g) chickpea flour,1/2 teaspoon (2g) Kashmiri red chili powder (see note),1/4 teaspoon (1g) freshly ground black pepper,1 cup (about 250g) boiled, peeled, and cubed russet potato,1 can (434g) chickpeas, drained (or equivalent freshly cooked from dried),Chaat Masala spice mixture, to taste,1 pint (450g) whole-milk yogurt,1 small onion, diced,Kosher salt",0,6,2 hrs 15 mins,622,18,102,18
Potato Pizza,https://www.seriouseats.com/easy-pan-pizza-potato-onion-rosemary-vegan-recipe,"1 recipe Foolproof Pan Pizza (dough only), or 1 1/2 pounds store-bought pizza dough,1 pound (455g) Yukon Gold potatoes (about 3 medium),Kosher salt,1/2 cup (120ml) extra-virgin olive oil,1 small yellow onion (5 ounces; 140g), thinly sliced,2 tablespoons roughly chopped fresh rosemary leaves,Freshly ground black pepper",0,4,10 hrs 30 mins,795,14,105,36
Pommes Dauphine,https://www.seriouseats.com/pommes-dauphine-recipe-5217321,,0,6,40 mins,0,0,0,0
Crispy Duck Fat-Fried Fingerlings,https://www.seriouseats.com/extra-crispy-duck-fat-fried-fingerling-potatoes-recipe,"1 1/2 pounds fingerling potatoes, scrubbed clean,Kosher salt,3 tablespoons duck fat (see note),Coarse sea salt, like Maldon",0,4,20 mins,233,3,34,10
Potato Skins,https://www.seriouseats.com/deep-fried-potato-cups-recipe,"5 Yukon Gold potatoes, ideally about 5 or 6 ounces (140 to 170g) each (though larger potatoes will also work),Vegetable or canola oil, for greasing the potatoes and deep-frying,Kosher salt",0,10,60 mins,119,1,6,11
Knish,https://www.seriouseats.com/potato-knish-recipe,"2 1/2 cups (12 1/2 ounces) all-purpose flour,1 teaspoon baking powder,1/2 teaspoon kosher salt,1 large egg, beaten,1/2 cup vegetable oil,1 teaspoon lemon juice from 1 lemon,1/2 cup water,1 pound russet potatoes, peeled and cut into 1 inch pieces (about 2 medium),Kosher salt and freshly ground black pepper,2 tablespoons butter,1/2 cup finely sliced scallion whites and greens (about 4 scallions),1 large egg, beaten",0,8,3 hrs,382,8,47,18
Salchipapa,https://www.seriouseats.com/salchipapa-recipe-5217298,,0,8,105 mins,0,0,0,0
Mashed Potatoes,https://www.seriouseats.com/ultra-fluffy-mashed-potatoes-recipe,"2 pounds (900g) russet potatoes,Kosher salt,1/2 cup (120ml) whole milk, plus more as needed,6 tablespoons unsalted butter (85g), room temperature, cut into 1/2-inch pats,Freshly ground black pepper",0,6,40 mins,262,5,34,12
Gratin,https://www.seriouseats.com/classic-potato-gratin-recipe,"1 cup (240ml) heavy cream,2 cups (480ml) whole milk,2 medium cloves garlic (8g), smashed,2 small shallots (110g total), quartered,1/8 teaspoon freshly grated nutmeg,6 sprigs fresh thyme,2 teaspoons (6g) whole black peppercorns,1 1/2 teaspoons (7g) Diamond Crystal kosher salt,3 large russet potatoes (about 30 ounces; 800g),2 ounces (60g) grated Parmigiano-Reggiano cheese,4 ounces (120g) grated Gruyère cheese,1 tablespoon (15g) unsalted butter, softened",9,8,3 hrs,358,13,29,22
Shepherd's Pie,https://www.seriouseats.com/shepherds-pie-beef-lamb-recipe,"3 1/2 pounds (1.6kg) russet potatoes (about 4 large), peeled and cut into 1-inch pieces,Kosher salt,6 tablespoons (85g) unsalted butter, cubed,1 1/2 cups (360ml) homemade or store-bought low-sodium chicken stock,2 packets unflavored gelatin (about 5 teaspoons; 1/2 ounce; 14g),2 tablespoons (30ml) vegetable oil,2 1/2 pounds (1kg) ground beef or lamb, or some combination (see note),1 large yellow onion (about 14 ounces; 400g), diced,3 medium carrots (about 8 ounces; 225g), diced,2 ribs celery (about 4 ounces; 110g), diced,2 medium cloves garlic, minced,2 tablespoons (30ml) tomato paste,1 cup (240ml) dry red wine,2 sprigs thyme,1 bay leaf,1 tablespoon (15ml) Worcestershire sauce,1 teaspoon (5ml) Marmite (optional),2 tablespoons (15g) all-purpose flour,8 ounces (225g) frozen peas,Kosher salt and freshly ground black pepper,1 1/2 cups (360ml) heavy cream,Grated Parmigiano-Reggiano cheese, for topping (optional)",9,8,100 mins,865,41,51,53
Gnocchi,https://www.seriouseats.com/light-tender-potato-gnocchi-recipe,"3 pounds (1.4kg) russet potatoes, scrubbed and pierced all over with a fork,3 large egg yolks, lightly beaten (optional; see note),3/4 cup all-purpose flour (about 3 1/2 ounces; 100g), divided, plus more for dusting and as needed,Kosher salt,1 stick unsalted butter (4 ounces; 119g),Leaves from 1 large sprig fresh sage (about 15 large and small leaves),Parmigiano-Reggiano cheese, for grating",10,4,100 mins,577,11,74,27
Potato-Leek Soup,https://www.seriouseats.com/best-potato-leek-soup-recipe,"2 tablespoons unsalted butter,2 large leeks, white and pale green parts only, rinsed and roughly chopped,1 quart homemade or store-bought low-sodium chicken stock,2 medium russet potatoes, peeled and cut into quarters (about 3/4 pound),1 bay leaf,Kosher salt and freshly ground black pepper,1 cup buttermilk,1/2 cup heavy cream,1/2 teaspoon freshly ground nutmeg,Sliced chives or scallions, for serving",8,6,45 mins,205,6,20,12
Lyonnaise,https://www.seriouseats.com/lyonnaise-potatoes-recipe-5220155,,0,4,45 mins,0,0,0,0
Tartiflette,https://www.seriouseats.com/tartiflette-recipe-5217300,,0,6,85 mins,0,0,0,0
Pommes Purée,https://www.seriouseats.com/rich-and-creamy-mashed-potatoes-recipe,"2 pounds (900g) skin-on Yukon Gold potatoes, scrubbed,8 tablespoons unsalted butter (1 stick; 115g), cut into 1-tablespoon pieces,1 1/2 cups (355ml) heavy cream, plus more as needed,Up to 1/2 cup (120ml) homemade chicken stock or low sodium broth (optional),Kosher salt and freshly ground black pepper",0,5,60 mins,575,7,40,45
Pommes Aligot,https://www.seriouseats.com/pommes-aligot-french-cheese-mashed-potatoes-recipe,"1 1/2 pounds (675g) Yukon Gold potatoes, peeled and cut into 1-inch chunks,2 medium cloves garlic, 1 whole and 1 minced, divided,2 sprigs thyme,Kosher salt,1 stick unsalted butter (4 ounces; 115g), cut into tablespoon-size pieces,1 cup heavy cream (8 ounces; 235ml), plus more if needed,10 ounces (300g) mixed Alpine cheeses, such as Swiss, Gruyère, Comté, and/or Fontina, grated (see note)",0,8,45 mins,431,13,19,34
Hotdish,https://www.seriouseats.com/tater-tot-casserole-recipe,"5 cups (570g) button mushrooms, washed, dried, and quartered,2 tablespoons (30ml) extra-virgin olive oil,12 sprigs thyme, divided,Kosher salt and freshly ground black pepper, to taste,2 1/4 cups (450g) whole milk,1/2 onion (125g), peeled and roughly chopped,2 cloves (8g) garlic, smashed,2 tablespoons (28g) unsalted butter,3 tablespoons (25g) flour,1 tablespoon (15ml) vegetable oil,1 pound (454g) 90% lean ground beef,1 small (250g) onion, diced,2 cloves (8g) garlic, finely minced,1 tablespoon (8g) all-purpose flour,3/4 cup (180ml) chicken stock, either homemade or low-sodium store-bought,3/4 cup (100g) frozen or fresh peas,3/4 cup (100g) frozen or fresh corn kernels,1/4 cup (30g) chopped parsley,1/4 cup (30g) chopped chives,1 tablespoon (15g) Dijon mustard,2 teaspoons (10ml) Worcestershire sauce,1 pound (454g) Tater Tots, frozen or homemade,Ketchup, for serving",0,8,3 hrs,417,23,33,22
Duchess,https://www.seriouseats.com/duchess-potatoes-recipe-5220157,,0,8,45 mins,0,0,0,0
Fully Loaded Vegan Baked Potato Soup,https://www.seriouseats.com/fully-loaded-baked-potato-soup-vegan-recipe,"1 head cauliflower, split in half,2 large (or 3 medium) russet potatoes, about 1 1/4 pounds total,3 tablespoons vegetable or canola oil,3 tablespoons coconut or palm oil or vegetable shortening,1 large leek, chopped,2 stalks celery, finely chopped,6 scallions, thinly sliced, white and green parts reserved separately,4 medium cloves garlic, thinly sliced,Kosher salt and freshly ground black pepper,1 teaspoon paprika,1 chipotle pepper packed in adobo sauce, finely chopped, plus 1 teaspoon adobo sauce,1 cup roasted cashews,1 quart almond or cashew milk,1/2 teaspoon liquid smoke (optional),Up to 2 cups Hearty Vegetable Stock or water,1 bunch minced fresh chives,1 recipe chopped Crispy Vegan Mushroom ""Bacon"", for serving,1 cup steamed broccoli florets, for serving,Vegan sour cream, for serving (if desired),Extra-virgin olive oil, for serving",0,8,90 mins,390,9,37,25
